# id	left	top	right	bottom	texture_id
# ======================================
[SPRITES]
#-------------------------------TAIL-------------------------------
# IDLE LEFT & RIGHT
15001	182	634	202	661	0
15002	243	634	263	661	0

# WALKING LEFT
15003	182	634	202	661	0
15004	152	634	173	661	0
15005	122	634	142	660	0

# WALKING RIGHT
15006	243	634	263	661	0
15007	272	634	293	661	0
15008	303	634	323	660	0

# RUNNING LEFT
15009	91	634	114	661	0
15010	61	634	83	661	0
15011	32	634	52	660	0

# RUNNING RIGHT
15012	331	634	354	661	0
15013	362	634	384	661	0
15014	393	634	413	660	0

# BRACING LEFT & RIGHT
15015	5	633	20	662	0
15016	425	633	440	662	0

# JUMPING & LANDING LEFT
15017	31	754	53	780	0
15018	30	875	52	901	0

# JUMPING & LANDING RIGHT
15019	392	754	414	780	0
15020	394	874	416	900	0

# FLYING UP LEFT
15021	61	714	84	741	0
15022	61	754	84	780	0

# FLYING UP RIGHT
15023	361	714	384	741	0
15024	361	754	384	780	0

# FLYING DOWN LEFT
15025	122	634	142	660	0
15026	30	875	52	901	0

# FLYING DOWN RIGHT
15027	303	634	323	660	0
15028	394	874	416	900	0

# WAVING TAIL LEFT
15029	246	154	259	181	0
15030	215	633	230	661	0
15031	362	874	385	901	0

# WAVING TAIL RIGHT
15032	186	154	199	181	0
15033	215	633	230	661	0
15034	61	874	84	901	0

# SIT LEFT & RIGHT
15035	32	719	53	736	0
15036	392	719	413	736	0

# KICK KOOBA LEFT & RIGHT
15037	2	754	23	781	0
15038	422	754	443	781	0

# HOLDING KOOBA LEFT
15039	182	794	203	821	0
15040	152	794	173	821	0
15041	122	794	142	820	0

# HOLDING KOOBA RIGHT
15042	242	794	263	821	0
15043	272	794	293	821	0
15044	303	794	323	820	0

#------------------------------  BIG -------------------------------
# IDLE
11121	246	154	259	181	0
11111	186	154	199	181	0

# WALKING RIGHT
11222	275	154	290	181	0
11223	304	154	321	181	0

# WALKING LEFT
11212	155	154	170	181	0
11213	125	154	140	181	0

# RUNNING RIGHT
11321	334	154	355	181	0
11322	362	154	381	181	0
11323	392	154	413	181	0

# RUNNING LEFT
11311	91	154	112	181	0
11312	65	154	86	181	0
11313	34	154	55	181	0

# JUMP WALK RIGHT & LEFT
11417	395	275	412	302	0
11413	35	275	52	302	0

# JUMP RUN RIGHT & LEFT
11427	394	195	413	222	0
11423	35	195	52	222	0

# SIT RIGHT & LEFT 
11521	426	239	441	256	0
11511	5	239	20	256	0

# BRACE RIGHT & LEFT 
11621	425	154	442	181	0
11611	5	154	22	181	0

# DIE
13001	215	120	234	137	0

# KICK KOOBA LEFT & RIGHT
16101	2	274	22	300	0
16102	423	274	443	300	0

# HOLDING KOOBA LEFT
16103	96	234	109	260	0
16104	155	314	169	340	0
16105	125	315	140	340	0

# HOLDING KOOBA RIGHT
16106	336	234	349	260	0
16107	276	314	290	340	0
16108	305	315	320	340	0


#------------------------------ SMALL ------------------------------
# IDLE
12121	247	0	260	15	0
12111	187	0	200	15	0

# WALK RIGHT
12222	275	0	292	15	0
